timestamp,pid,name,cpu_percent,memory_percent,io_read_bytes,io_write_bytes,voluntary_context_switches,involuntary_context_switches,num_threads,status
2026-09-09T15:06:53.574659,484,login,0.0,0.05883073535394476,0,0,61,0,1,sleeping
2026-09-09T15:06:53.574753,528,systemd,0.0,0.14508556670835734,0,0,433,3,1,sleeping
2026-09-09T15:06:53.574839,530,(sd-pam),0.0,0.04501786347135618,0,0,1,0,1,sleeping
2026-09-09T15:06:53.574934,555,bash,0.0,0.06790488476586426,376832,0,45,0,1,sleeping
2026-09-09T15:06:53.575018,908,SessionLeader,0.0,0.014165755470829886,0,0,2,0,1,sleeping
2026-09-09T15:06:53.575100,909,Relay(914),0.0,0.015879761470859125,0,0,276,0,1,sleeping
2026-09-09T15:06:53.575192,914,bash,0.0,0.06876188776587888,2375680,0,57,0,1,sleeping
2026-09-09T15:06:53.575275,955,SessionLeader,0.0,0.014165755470829886,0,0,2,0,1,sleeping
2026-09-09T15:06:53.575355,957,Relay(959),0.0,0.014266579353184547,0,0,146,0,1,sleeping
2026-09-09T15:06:53.575443,959,bash,0.0,0.06876188776587888,6848512,0,73,0,1,sleeping
2026-09-09T15:06:53.575530,1508,polkitd,0.0,0.10268912417822235,0,0,44,0,4,sleeping
2026-09-09T15:06:53.575605,1678,SessionLeader,0.0,0.014165755470829886,0,0,2,0,1,sleeping
2026-09-09T15:06:53.575678,1680,Relay(1683),0.0,0.014266579353184547,0,0,114,0,1,sleeping
2026-09-09T15:06:53.575803,1683,bash,0.0,0.06871147582470155,0,0,69,0,1,sleeping
2026-09-09T15:06:53.575905,2132,ssh-agent,0.0,0.04380797688310025,0,0,41,0,1,sleeping
2026-09-09T15:06:53.575983,3026,SessionLeader,0.0,0.014165755470829886,0,0,2,0,1,sleeping
2026-09-09T15:06:53.576056,3028,Relay(3031),0.0,0.014266579353184547,0,0,248,0,1,sleeping
2026-09-09T15:06:53.576135,3031,bash,0.0,0.06861065194234689,778240,57344,147,0,1,sleeping
2026-09-09T15:06:53.576212,3222,python,0.0,0.16842629547346138,5017600,20480,72,0,1,running
2026-09-09T15:06:55.589660,1,systemd,0.0,0.16701476112049612,0,0,1732,54,1,sleeping
2026-09-09T15:06:55.589812,2,init-systemd(Ub,0.0,0.027827391529886468,0,0,59,0,2,sleeping
2026-09-09T15:06:55.589978,7,init,0.0,0.025810913882793246,0,0,2,0,2,sleeping
2026-09-09T15:06:55.590077,40,systemd-journald,0.0,0.2024039438269822,0,0,1979,5,1,sleeping
2026-09-09T15:06:55.590201,94,systemd-udevd,0.0,0.08070951782490622,0,0,4395,24,1,sleeping
2026-09-09T15:06:55.590290,166,systemd-resolved,0.0,0.1669643491793188,0,0,416,0,1,sleeping
2026-09-09T15:06:55.590403,167,systemd-timesyncd,0.0,0.10067264653112912,0,0,775,9,2,sleeping
2026-09-09T15:06:55.590510,177,cron,0.0,0.0338264125299888,0,0,299,0,1,sleeping
2026-09-09T15:06:55.590594,178,dbus-daemon,0.0,0.06891312358941086,0,0,1015,0,1,sleeping
2026-09-09T15:06:55.590693,208,systemd-logind,0.0,0.11130956611954587,0,0,1446,7,1,sleeping
2026-09-09T15:06:55.590806,235,agetty,0.0,0.024903498941601297,0,0,8,0,1,sleeping
2026-09-09T15:06:55.590921,237,rsyslogd,0.0,0.07430720129538523,0,0,40,2,4,sleeping
2026-09-09T15:06:55.591015,259,unattended-upgr,0.0,0.2936999692991278,0,0,123,2,2,sleeping
2026-09-09T15:06:55.591134,309,apache2,0.0,0.06467852053051511,0,0,11883,43,1,sleeping
2026-09-09T15:06:55.591231,312,apache2,0.0,0.07289566694241999,0,0,2,0,27,sleeping
2026-09-09T15:06:55.591319,313,apache2,0.0,0.07294607888359732,0,0,2,0,27,sleeping
2026-09-09T15:06:55.591404,478,SessionLeader,0.0,0.014064931588475226,0,0,2,0,1,sleeping
2026-09-09T15:06:55.591487,479,Relay(480),0.0,0.015778937588504464,0,0,5482,0,1,sleeping
2026-09-09T15:06:55.591594,480,bash,0.0,0.06931641911882952,144330752,44417024,1415,0,1,sleeping
2026-09-09T15:06:55.591689,484,login,0.0,0.05883073535394476,0,0,61,0,1,sleeping
2026-09-09T15:06:55.591787,528,systemd,0.0,0.14508556670835734,0,0,433,3,1,sleeping
2026-09-09T15:06:55.591871,530,(sd-pam),0.0,0.04501786347135618,0,0,1,0,1,sleeping
2026-09-09T15:06:55.591968,555,bash,0.0,0.06790488476586426,376832,0,45,0,1,sleeping
2026-09-09T15:06:55.592055,908,SessionLeader,0.0,0.014165755470829886,0,0,2,0,1,sleeping
2026-09-09T15:06:55.592136,909,Relay(914),0.0,0.015879761470859125,0,0,276,0,1,sleeping
2026-09-09T15:06:55.592228,914,bash,0.0,0.06876188776587888,2375680,0,57,0,1,sleeping
2026-09-09T15:06:55.592312,955,SessionLeader,0.0,0.014165755470829886,0,0,2,0,1,sleeping
2026-09-09T15:06:55.592393,957,Relay(959),0.0,0.014266579353184547,0,0,146,0,1,sleeping
2026-09-09T15:06:55.592484,959,bash,0.0,0.06876188776587888,6848512,0,73,0,1,sleeping
2026-09-09T15:06:55.592573,1508,polkitd,0.0,0.10268912417822235,0,0,44,0,4,sleeping
2026-09-09T15:06:55.592653,1678,SessionLeader,0.0,0.014165755470829886,0,0,2,0,1,sleeping
2026-09-09T15:06:55.592732,1680,Relay(1683),0.0,0.014266579353184547,0,0,114,0,1,sleeping
2026-09-09T15:06:55.592822,1683,bash,0.0,0.06871147582470155,0,0,69,0,1,sleeping
